Two-factor authentication is disabled automatically;Двухфакторная аутентификация отключена автоматически;?ki fakt?rl? kimlik do?rulama otomatik olarak devre d??? b?rak?l?r
Trading accounts;Торговые счета;Ticaret hesaplar?
Deposit/Withdraw funds;Ввод/Вывод средств;Para yat?r / ?ek
Personal area;Личный кабинет;Ki?isel alan
ProInvestor;ProInvestor;Yat?r?mc?
Appeals;Обращения;?tirazlar
Employee account;Личный кабинет сотрудника;?al??an hesab?
Work with a trader;Работа с трейдером;Bir t?ccar ile ?al???n
Two-factor authentication;Двухфакторная аутентификация;?ki fakt?rl? kimlik do?rulama
Awaiting admin confirmation;Ожидает подтверждение администратора;Y?netici onay? bekleniyor
Notice of closure;Уведомление о закрытии обращения;Kapatma bildirimi
Password recovery via Trading Terminal;Восстановление пароля через терминал трейдера;??lem Terminali arac?l???yla ?ifre kurtarma
Affiliate program;Партнерская программа;Ortakl?k Program?
Account password restoring;Восстановление пароля счета;Hesap ?ifresi geri y?kleniyor
Duplicate the letter to the responsible;Дублировать ответственному;Sorumluya mektubu ?o?alt?n
Affiliate's room;Кабинет партнера;Ortak odas?
settings;;ayarlar
Оригинал;Перевод;
Deposit/Withdrawal;Ввод/Вывод средств;Para Yat?rma / ?ekme
Additional information;Дополнительная информация;Ek Bilgiler
Note if the created account type designed for trust management service. The field can be disabled if the group has already established accounts.;Отметьте, если создаваемый тип счета предназначен для сервиса доверительного управления. Поле может быть неактивно, если по данной группе уже имеются созданные счета.;Olu?turulan hesap t?r?n?n g?ven y?netimi hizmeti i?in tasarlan?p tasarlanmad???na dikkat edin. Grup halihaz?rda hesaplar olu?turmu?sa alan devre d??? b?rak?labilir.
Currency in which accounts of this type will be created.;Валюта, в которой будут создаваться счета этого типа.;Bu t?rdeki hesaplar?n olu?turulaca?? para birimi.
0 - without limit;0 - без лимита;0 - s?n?rs?z
Wallets;Кошельки;C?zdanlar
Activity;Активность;Aktivite
Unable to create the account type, as the other account type has been already existed with the same name in the database.;Не удается создать тип счета, т.к. в базе личного кабинета уже есть другой тип счета с таким названием.;Di?er hesap t?r? zaten veritaban?nda ayn? ada sahip oldu?undan, hesap t?r? olu?turulam?yor.
Group with this name is already in use on the server;Группа с таким именем уже существует на сервере;Bu ada sahip grup zaten sunucuda kullan?l?yor
{attribute} is too much;{attribute} слишком большая;{attribute} ?ok fazla
{attribute} is too small;{attribute} слишком маленькая;{attribute} ?ok k???k
Allow to change account type;Разрешить изменение типа счета;Hesap t?r?n? de?i?tirmeye izin ver
Allow to open master accounts;Разрешить создание мастер счетов;Ana hesaplar?n a??lmas?na izin ver
BEST transfers;Переводы БЭСТ;EN ?Y? transferler
Minimum funds for the publication of the offer;Минимальные средства для публикации оферты;Teklifin yay?nlanmas? i?in asgari fon
Minimum funds for the publication of the offer (USD);Минимальные средства для публикации оферты (USD);Teklifin yay?nlanmas? i?in minimum fon (USD)
Automatically;Автоматически;Otomatik olarak
API version;Версия API;API s?r?m?
Bank transfer;Банковский перевод;banka transferi
Bank transfers;Банковские переводы;Banka transferi
System translation;Системный перевод;Sistem ?evirisi
Stop out;Стоп-аут;Durmak
The minimum level of funds, when reached, positions are automatically closed. For the opened accounts in this group.;Минимальный уровень средств, при достижении которого позиции автоматически закрываются. Для счетов, открытых в этой группе.;Minimum fon seviyesine ula??ld???nda, pozisyonlar otomatik olarak kapat?l?r. Bu gruptaki a??k hesaplar i?in.
Extra field;Дополнительные поля;Ekstra alan
Way to handler;Путь к обработчику;??leyiciye giden yol
Wallet(WMR);Кошелёк(WMR);C?zdan (WMR)
Wallet(WMZ);Кошелёк(WMZ);C?zdan (WMZ)
Wallet(WME);Кошелёк(WME);C?zdan (WME)
Merchant key;Ключ магазина;Sat?c? anahtar?
Handler;Обработчик;??leyici
Balance margin call;Margin call по балансу;Denge marj? ?a?r?s?
Changes successfully saved;Изменения успешно сохранены;De?i?iklikler ba?ar?yla kaydedildi
You can not delete statuses that are assigned to clients.;Нельзя удалить статусы, которые закреплены за клиентами.;?stemcilere atanm?? durumlar? silemezsiniz.
